ring_no,scheme,species_name,age,visit_date,capture_time,location_name,gridRef,wing_length,weight,time_w
2768019,NOS,Storm Petrel,4,14/08/2020,02:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,26.3,02:30
2757109,GBT,Storm Petrel,4,14/08/2020,02:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,26.9,02:20
2759084,GBT,Storm Petrel,4,14/08/2020,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.6,02:00
2768526,GBT,Storm Petrel,4,14/08/2020,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,23.7,01:30
2759022,GBT,Storm Petrel,4,14/08/2020,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,22.7,00:30
2762505,GBT,Storm Petrel,4,21/07/2020,01:50,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,27.4,01:50
9AZ5314,DKC,Storm Petrel,4,21/07/2020,01:15,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,22.9,01:15
2749959,GBT,Storm Petrel,4,21/07/2020,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,27.6,01:00
2749012,GBT,Storm Petrel,4,10/07/2020,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,23.5,02:00
2645939,GBT,Storm Petrel,4,10/07/2020,01:10,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,27.3,01:10
2768701,GBT,Storm Petrel,4,14/08/2020,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26.1,00:30
2752356,GBT,Storm Petrel,4,14/08/2020,00:20,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.9,00:20
2759150,GBT,Storm Petrel,4,14/08/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,123,25.5,00:50
2759149,GBT,Storm Petrel,4,14/08/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,122,26.2,00:50
2759148,GBT,Storm Petrel,4,14/08/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,122,24.5,00:50
2759147,GBT,Storm Petrel,4,14/08/2020,00:40,TWI-NRL (North Ronaldsay),HY7554,125,25.4,00:40
2759146,GBT,Storm Petrel,4,14/08/2020,00:40,TWI-NRL (North Ronaldsay),HY7554,124,24.8,00:40
2759145,GBT,Storm Petrel,4,14/08/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,118,25.8,00:30
2759144,GBT,Storm Petrel,4,14/08/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,120,25.5,00:30
2759143,GBT,Storm Petrel,4,14/08/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,123,24.3,00:30
2759142,GBT,Storm Petrel,4,14/08/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,122,25.2,00:30
2759141,GBT,Storm Petrel,4,14/08/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,123,25.7,00:30
2759140,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,119,21.9,00:20
2759139,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,126,25.1,00:20
2759138,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,121,26.4,00:20
2759137,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,125,27,00:20
2759136,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,128,22,00:20
2759135,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,120,26.2,00:20
2759134,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,122,23,00:20
2759133,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,127,26.2,00:20
2759132,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,123,22.7,00:20
2759131,GBT,Storm Petrel,4,14/08/2020,00:20,TWI-NRL (North Ronaldsay),HY7554,122,24,00:20
2759130,GBT,Storm Petrel,4,14/08/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,121,23.8,00:10
2759129,GBT,Storm Petrel,4,14/08/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,118,21,00:10
2759127,GBT,Storm Petrel,4,14/08/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,120,21.9,00:10
2759126,GBT,Storm Petrel,4,14/08/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,122,24.3,00:10
2759124,GBT,Storm Petrel,4,14/08/2020,00:05,TWI-NRL (North Ronaldsay),HY7554,123,23.8,00:05
2759107,GBT,Storm Petrel,4,21/07/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,122,24.4,02:30
2759106,GBT,Storm Petrel,4,21/07/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,122,27.5,02:30
2759105,GBT,Storm Petrel,4,21/07/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,123,22.2,02:30
2759104,GBT,Storm Petrel,4,21/07/2020,02:20,TWI-NRL (North Ronaldsay),HY7554,122,27,02:20
2759103,GBT,Storm Petrel,4,21/07/2020,02:20,TWI-NRL (North Ronaldsay),HY7554,119,23.8,02:20
2759102,GBT,Storm Petrel,4,21/07/2020,02:20,TWI-NRL (North Ronaldsay),HY7554,124,23.9,02:20
2759101,GBT,Storm Petrel,4,21/07/2020,02:20,TWI-NRL (North Ronaldsay),HY7554,123,26.2,02:20
2741900,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,123,24.1,00:35
2741899,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,125,23.1,00:35
2741898,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,122,24.1,00:35
2741897,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,119,27.6,00:35
2741896,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,124,25.1,00:35
2741895,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,122,26.2,00:35
2741894,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,124,26.6,00:35
2741893,GBT,Storm Petrel,4,10/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,122,24.1,00:35
2741892,GBT,Storm Petrel,4,25/06/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,128,25.2,02:00
2759194,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,123,22.1,02:30
2759193,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,122,25.5,02:30
2759192,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,124,23.4,02:30
2759191,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,121,24.7,02:30
2759190,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,121,23.9,02:30
2759189,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,120,25.8,02:30
2759188,GBT,Storm Petrel,4,14/08/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,121,22.6,02:30
2759187,GBT,Storm Petrel,4,14/08/2020,02:10,TWI-NRL (North Ronaldsay),HY7554,121,24.1,02:10
2759186,GBT,Storm Petrel,4,14/08/2020,02:10,TWI-NRL (North Ronaldsay),HY7554,123,23.7,02:10
2759185,GBT,Storm Petrel,4,14/08/2020,02:10,TWI-NRL (North Ronaldsay),HY7554,126,26.2,02:10
2759184,GBT,Storm Petrel,4,14/08/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,123,26.2,02:00
2759183,GBT,Storm Petrel,4,14/08/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,120,26.4,02:00
2759182,GBT,Storm Petrel,4,14/08/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,122,27.4,02:00
2759181,GBT,Storm Petrel,4,14/08/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,123,23,02:00
2759180,GBT,Storm Petrel,4,14/08/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,123,26.8,01:50
2759179,GBT,Storm Petrel,4,14/08/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,121,23.3,01:50
2759178,GBT,Storm Petrel,4,14/08/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,120,24.5,01:50
2759177,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,121,25,01:40
2759176,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,127,24.7,01:40
2759175,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,25.6,01:40
2759174,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,118,21.3,01:40
2759173,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,123,23.8,01:40
2759172,GBT,Storm Petrel,4,14/08/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,125,24.7,01:40
2759171,GBT,Storm Petrel,4,14/08/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,121,24.5,01:30
2759170,GBT,Storm Petrel,4,14/08/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,120,24.7,01:30
2759169,GBT,Storm Petrel,4,14/08/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,124,24.3,01:30
2759168,GBT,Storm Petrel,4,14/08/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,122,24.6,01:30
2759167,GBT,Storm Petrel,4,14/08/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,124,25.1,01:20
2759166,GBT,Storm Petrel,4,14/08/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,121,23.9,01:20
2759165,GBT,Storm Petrel,4,14/08/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,122,23.9,01:20
2759164,GBT,Storm Petrel,4,14/08/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,125,27.2,01:20
2759163,GBT,Storm Petrel,4,14/08/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,22.8,01:10
2759162,GBT,Storm Petrel,4,14/08/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,23.5,01:10
2759161,GBT,Storm Petrel,4,14/08/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,122,23.4,01:10
2759160,GBT,Storm Petrel,4,14/08/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,122,23.5,01:10
2759159,GBT,Storm Petrel,4,14/08/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,29,01:10
2759158,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,120,27.7,01:00
2759157,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,120,26.4,01:00
2759156,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,120,23.6,01:00
2759155,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,123,22.4,01:00
2759154,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,127,24.7,01:00
2759153,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,120,24.7,01:00
2759152,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,121,22.8,01:00
2759151,GBT,Storm Petrel,4,14/08/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,125,26.9,01:00
2759100,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,125,25.8,01:40
2759099,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,122,22.9,01:40
2759098,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,119,24.6,01:40
2759097,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,24.8,01:40
2759096,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,23.9,01:40
2759095,GBT,Storm Petrel,4,21/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,23.4,01:40
2759094,GBT,Storm Petrel,4,21/07/2020,01:15,TWI-NRL (North Ronaldsay),HY7554,119,24.3,01:15
2759093,GBT,Storm Petrel,4,21/07/2020,01:15,TWI-NRL (North Ronaldsay),HY7554,126,23.7,01:15
2759092,GBT,Storm Petrel,4,21/07/2020,01:15,TWI-NRL (North Ronaldsay),HY7554,124,24.1,01:15
2759091,GBT,Storm Petrel,4,21/07/2020,01:15,TWI-NRL (North Ronaldsay),HY7554,125,25.9,01:15
2759090,GBT,Storm Petrel,4,21/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,120,23.1,01:10
2759089,GBT,Storm Petrel,4,21/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,123,25.1,01:10
2759088,GBT,Storm Petrel,4,21/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,129,23.7,01:00
2759087,GBT,Storm Petrel,4,21/07/2020,00:40,TWI-NRL (North Ronaldsay),HY7554,124,24.8,00:40
2759086,GBT,Storm Petrel,4,21/07/2020,00:40,TWI-NRL (North Ronaldsay),HY7554,123,24.5,00:40
2759085,GBT,Storm Petrel,4,21/07/2020,00:40,TWI-NRL (North Ronaldsay),HY7554,117,23.6,00:40
2759084,GBT,Storm Petrel,4,21/07/2020,00:30,TWI-NRL (North Ronaldsay),HY7554,122,24.6,00:30
2759083,GBT,Storm Petrel,4,21/07/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,123,25,00:10
2759082,GBT,Storm Petrel,4,21/07/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,124,23.4,00:10
2759081,GBT,Storm Petrel,4,21/07/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,119,25.3,00:10
2759080,GBT,Storm Petrel,4,21/07/2020,00:10,TWI-NRL (North Ronaldsay),HY7554,122,24.5,00:10
2759079,GBT,Storm Petrel,4,15/07/2020,02:30,TWI-NRL (North Ronaldsay),HY7554,122,24,02:30
2759078,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,124,24.6,02:15
2759077,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,120,25.1,02:15
2759076,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,125,26.1,02:15
2759075,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,121,24.6,02:15
2759074,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,127,25.3,02:15
2759073,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,124,24,02:15
2759072,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,125,24.6,02:15
2759071,GBT,Storm Petrel,4,15/07/2020,02:15,TWI-NRL (North Ronaldsay),HY7554,126,25,02:15
2759070,GBT,Storm Petrel,4,15/07/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,123,23.9,02:00
2759069,GBT,Storm Petrel,4,15/07/2020,02:00,TWI-NRL (North Ronaldsay),HY7554,122,24.2,02:00
2759068,GBT,Storm Petrel,4,15/07/2020,01:55,TWI-NRL (North Ronaldsay),HY7554,125,23.9,01:55
2759067,GBT,Storm Petrel,4,15/07/2020,01:55,TWI-NRL (North Ronaldsay),HY7554,123,23.2,01:55
2759066,GBT,Storm Petrel,4,15/07/2020,01:55,TWI-NRL (North Ronaldsay),HY7554,122,25.7,01:55
2759065,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,122,24.9,01:40
2759064,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,22,01:40
2759063,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,123,22.7,01:40
2759062,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,123,24.2,01:40
2759061,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,122,27.4,01:40
2759060,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,122,23.4,01:40
2759059,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,127,24.8,01:40
2759058,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,119,28.9,01:40
2759057,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,126,25.2,01:40
2759056,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,122,26.8,01:40
2759055,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,121,22.8,01:40
2759054,GBT,Storm Petrel,4,15/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,120,25.3,01:40
2759053,GBT,Storm Petrel,4,15/07/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,123,24.8,01:30
2759052,GBT,Storm Petrel,4,15/07/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,122,23.9,01:30
2759051,GBT,Storm Petrel,4,15/07/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,121,25.5,01:30
2759050,GBT,Storm Petrel,4,15/07/2020,01:25,TWI-NRL (North Ronaldsay),HY7554,122,25.4,01:25
2759049,GBT,Storm Petrel,4,15/07/2020,01:25,TWI-NRL (North Ronaldsay),HY7554,121,23.6,01:25
2759048,GBT,Storm Petrel,4,15/07/2020,01:25,TWI-NRL (North Ronaldsay),HY7554,122,23.8,01:25
2759047,GBT,Storm Petrel,4,15/07/2020,01:25,TWI-NRL (North Ronaldsay),HY7554,120,24.5,01:25
2759046,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,121,24.3,01:10
2759045,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,123,23.9,01:10
2759044,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,24.3,01:10
2759043,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,125,25.4,01:10
2759042,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,122,25.8,01:10
2759041,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,125,28.3,01:10
2759040,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,25.9,01:10
2759039,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,23.5,01:10
2759038,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,120,23.8,01:10
2759037,GBT,Storm Petrel,4,15/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,119,22.5,01:10
2759036,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,122,24.8,01:00
2759035,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,124,24,01:00
2759034,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,127,25,01:00
2759033,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,125,28.7,01:00
2759032,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,123,24.5,01:00
2759031,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,123,23.6,01:00
2759030,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,126,26.9,01:00
2759029,GBT,Storm Petrel,4,15/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,121,24.8,01:00
2759028,GBT,Storm Petrel,4,15/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,122,27,00:35
2759027,GBT,Storm Petrel,4,15/07/2020,00:35,TWI-NRL (North Ronaldsay),HY7554,125,28.2,00:35
2759026,GBT,Storm Petrel,4,15/07/2020,00:25,TWI-NRL (North Ronaldsay),HY7554,120,24.7,00:25
2759025,GBT,Storm Petrel,4,15/07/2020,00:15,TWI-NRL (North Ronaldsay),HY7554,122,24,00:15
2759024,GBT,Storm Petrel,4,10/07/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,121,24,01:50
2759023,GBT,Storm Petrel,4,10/07/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,124,25.5,01:50
2759022,GBT,Storm Petrel,4,10/07/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,124,24.2,01:50
2759021,GBT,Storm Petrel,4,10/07/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,119,24.6,01:50
2759020,GBT,Storm Petrel,4,10/07/2020,01:50,TWI-NRL (North Ronaldsay),HY7554,122,22.9,01:50
2759019,GBT,Storm Petrel,4,10/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,124,24,01:40
2759018,GBT,Storm Petrel,4,10/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,125,22.8,01:40
2759017,GBT,Storm Petrel,4,10/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,118,24.9,01:40
2759016,GBT,Storm Petrel,4,10/07/2020,01:40,TWI-NRL (North Ronaldsay),HY7554,123,22.9,01:40
2759015,GBT,Storm Petrel,4,10/07/2020,01:30,TWI-NRL (North Ronaldsay),HY7554,123,23.8,01:30
2759014,GBT,Storm Petrel,4,10/07/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,121,24.3,01:20
2759013,GBT,Storm Petrel,4,10/07/2020,01:20,TWI-NRL (North Ronaldsay),HY7554,118,24.6,01:20
2759012,GBT,Storm Petrel,4,10/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,125,24.3,01:10
2759011,GBT,Storm Petrel,4,10/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,129,27.6,01:10
2759010,GBT,Storm Petrel,4,10/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,122,24.9,01:10
2759008,GBT,Storm Petrel,4,10/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,125,25.4,01:00
2759007,GBT,Storm Petrel,4,10/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,126,24.9,01:00
2759006,GBT,Storm Petrel,4,10/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,128,26,01:00
2759005,GBT,Storm Petrel,4,10/07/2020,01:00,TWI-NRL (North Ronaldsay),HY7554,122,27.8,01:00
2759004,GBT,Storm Petrel,4,10/07/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,116,21.9,00:50
2759003,GBT,Storm Petrel,4,10/07/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,121,24.8,00:50
2759002,GBT,Storm Petrel,4,10/07/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,123,24.2,00:50
2759001,GBT,Storm Petrel,4,10/07/2020,00:50,TWI-NRL (North Ronaldsay),HY7554,124,25.4,00:50
2759009,GBT,Storm Petrel,4,10/07/2020,01:10,TWI-NRL (North Ronaldsay),HY7554,124,24.2,01:10
2594430,GBT,Storm Petrel,4,12/08/2019,23:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,27,23:45
2741888,GBT,Storm Petrel,4,12/08/2019,23:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.2,23:45
2747041,GBT,Storm Petrel,4,02/08/2019,02:13,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,23.3,02:13
2645772,GBT,Storm Petrel,4,02/08/2019,01:24,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,130,27.1,01:24
2741525,GBT,Storm Petrel,4,16/07/2019,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,24.7,00:40
2741679,GBT,Storm Petrel,4,01/08/2019,23:19,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.1,23:19
2741678,GBT,Storm Petrel,4,01/08/2019,23:19,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,26,23:19
2741677,GBT,Storm Petrel,4,01/08/2019,23:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,23.6,23:00
2741676,GBT,Storm Petrel,4,22/07/2019,23:55,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,26.1,23:55
2741675,GBT,Storm Petrel,4,22/07/2019,23:55,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,22.2,23:55
2741674,GBT,Storm Petrel,4,22/07/2019,23:55,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,25,23:55
2741673,GBT,Storm Petrel,4,22/07/2019,23:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.8,23:45
2741672,GBT,Storm Petrel,4,22/07/2019,23:45,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,23.5,23:45
2741671,GBT,Storm Petrel,4,22/07/2019,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,26.7,23:30
2741670,GBT,Storm Petrel,4,22/07/2019,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,25.5,23:30
2741669,GBT,Storm Petrel,4,22/07/2019,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,120,24.6,23:30
2741668,GBT,Storm Petrel,4,22/07/2019,23:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,25.3,23:30
2741683,GBT,Storm Petrel,4,01/08/2019,23:19,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,27.9,23:19
2741682,GBT,Storm Petrel,4,01/08/2019,23:19,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,25.2,23:19
2741680,GBT,Storm Petrel,4,01/08/2019,23:19,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,23.6,23:19
2741667,GBT,Storm Petrel,4,16/07/2019,01:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,119,22.5,01:40
2741666,GBT,Storm Petrel,4,16/07/2019,01:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,127,26.5,01:40
2741665,GBT,Storm Petrel,4,16/07/2019,01:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.7,01:40
2741664,GBT,Storm Petrel,4,16/07/2019,01:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,117,23.6,01:40
2741635,GBT,Storm Petrel,4,16/07/2019,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,25.4,00:40
2741634,GBT,Storm Petrel,4,16/07/2019,00:40,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,26.7,00:40
