ring_no,scheme,species_name,age,visit_date,capture_time,location_name,gridRef,wing_length,weight,time_w
2729943,GBT,Storm Petrel,4,26/07/2017,02:03,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,27.8,02:03
2729942,GBT,Storm Petrel,4,26/07/2017,02:01,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,25.8,02:01
2729941,GBT,Storm Petrel,4,26/07/2017,02:01,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,120,22.5,02:01
2729940,GBT,Storm Petrel,4,26/07/2017,01:58,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,120,24.2,01:58
2729939,GBT,Storm Petrel,4,26/07/2017,01:54,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,124,22.9,01:54
2729938,GBT,Storm Petrel,4,26/07/2017,01:54,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,24.6,01:54
2729937,GBT,Storm Petrel,4,26/07/2017,01:54,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,23.9,01:54
2729936,GBT,Storm Petrel,4,26/07/2017,01:54,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,24.9,01:54
2729935,GBT,Storm Petrel,4,26/07/2017,01:54,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,127,26.1,01:54
2729913,GBT,Storm Petrel,4,23/07/2017,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,23.6,02:00
2729912,GBT,Storm Petrel,4,23/07/2017,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,118,25.8,02:00
2729911,GBT,Storm Petrel,4,23/07/2017,02:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,27.5,02:00
2729910,GBT,Storm Petrel,4,23/07/2017,01:35,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,25.7,01:35
2729909,GBT,Storm Petrel,4,23/07/2017,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26,01:30
2729908,GBT,Storm Petrel,4,23/07/2017,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,24.2,01:30
2729907,GBT,Storm Petrel,4,23/07/2017,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,126,24.2,01:30
2729906,GBT,Storm Petrel,4,23/07/2017,01:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,26.5,01:30
2729905,GBT,Storm Petrel,4,23/07/2017,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,124,25,01:00
2729933,GBT,Storm Petrel,4,26/07/2017,01:30,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,24.6,01:30
2729932,GBT,Storm Petrel,4,26/07/2017,01:20,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,118,24.1,01:20
2729931,GBT,Storm Petrel,4,26/07/2017,01:15,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,124,24.7,01:15
2729930,GBT,Storm Petrel,4,26/07/2017,01:15,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,25.3,01:15
2729929,GBT,Storm Petrel,4,26/07/2017,01:15,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,127,25.8,01:15
2729928,GBT,Storm Petrel,4,26/07/2017,01:15,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,121,23.2,01:15
2729927,GBT,Storm Petrel,4,26/07/2017,01:10,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,121,25,01:10
2729926,GBT,Storm Petrel,4,26/07/2017,01:10,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,27.7,01:10
2729925,GBT,Storm Petrel,4,26/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,118,27.4,01:00
2729924,GBT,Storm Petrel,4,26/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,27,01:00
2729923,GBT,Storm Petrel,4,26/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,121,21.6,01:00
2729904,GBT,Storm Petrel,4,23/07/2017,01:00,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,125,25.2,01:00
2729903,GBT,Storm Petrel,4,23/07/2017,00:55,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,121,26.8,00:55
2730039,GBT,Storm Petrel,4,15/07/2017,00:35,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,24.6,00:35
2645696,GBT,Storm Petrel,4,14/07/2017,01:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,122,22.3,01:20
2729901,GBT,Storm Petrel,4,13/07/2017,01:30,NOUST-NBN (TWINGNESS),HY7452,123,25.3,01:30
2729697,GBT,Storm Petrel,4,15/07/2017,01:05,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,24.7,01:05
2729696,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,24.1,00:55
2729695,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,23.6,00:55
2729694,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,122,22.9,00:55
2729693,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,26,00:55
2729692,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,25.2,00:55
2729691,GBT,Storm Petrel,4,15/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,24,00:55
2729690,GBT,Storm Petrel,4,15/07/2017,00:35,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,26.2,00:35
2729689,GBT,Storm Petrel,4,15/07/2017,00:35,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,26.1,00:35
2729688,GBT,Storm Petrel,4,15/07/2017,00:10,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,24.2,00:10
2729663,GBT,Storm Petrel,4,14/07/2017,00:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,26.1,00:00
2729662,GBT,Storm Petrel,4,14/07/2017,00:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,25.2,00:00
2729661,GBT,Storm Petrel,4,13/07/2017,02:15,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,23.3,02:15
2729660,GBT,Storm Petrel,4,13/07/2017,02:05,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,122,24,02:05
2729659,GBT,Storm Petrel,4,13/07/2017,02:05,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,29.7,02:05
2729658,GBT,Storm Petrel,4,13/07/2017,01:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,25.6,01:45
2729657,GBT,Storm Petrel,4,13/07/2017,01:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,128,25.4,01:45
2729656,GBT,Storm Petrel,4,13/07/2017,01:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,24.4,01:45
2729655,GBT,Storm Petrel,4,13/07/2017,01:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,25,01:45
2729654,GBT,Storm Petrel,4,13/07/2017,01:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,24.7,01:30
2729653,GBT,Storm Petrel,4,13/07/2017,01:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,119,24.1,01:30
2729652,GBT,Storm Petrel,4,13/07/2017,01:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,122,25,01:30
2729651,GBT,Storm Petrel,4,13/07/2017,01:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,25.6,01:30
2729650,GBT,Storm Petrel,4,13/07/2017,01:19,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,120,25.8,01:19
2729649,GBT,Storm Petrel,4,13/07/2017,01:10,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,26.9,01:10
2729648,GBT,Storm Petrel,4,13/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,23.8,00:55
2729647,GBT,Storm Petrel,4,13/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,23.6,00:55
2729646,GBT,Storm Petrel,4,13/07/2017,00:55,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,23.3,00:55
2729687,GBT,Storm Petrel,4,15/07/2017,00:05,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,25.1,00:05
2729686,GBT,Storm Petrel,4,15/07/2017,00:05,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,24.6,00:05
2729685,GBT,Storm Petrel,4,14/07/2017,02:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,23.7,02:00
2729684,GBT,Storm Petrel,4,14/07/2017,02:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,120,22.6,02:00
2729683,GBT,Storm Petrel,4,14/07/2017,02:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,24.6,02:00
2729682,GBT,Storm Petrel,4,14/07/2017,01:50,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,25.7,01:50
2729681,GBT,Storm Petrel,4,14/07/2017,01:50,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,25.1,01:50
2729680,GBT,Storm Petrel,4,14/07/2017,01:50,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,129,27.7,01:50
2729679,GBT,Storm Petrel,4,14/07/2017,01:40,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,24,01:40
2729678,GBT,Storm Petrel,4,14/07/2017,01:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,122,22.7,01:30
2729677,GBT,Storm Petrel,4,14/07/2017,01:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,25.8,01:20
2729676,GBT,Storm Petrel,4,14/07/2017,01:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,128,23.9,01:00
2729675,GBT,Storm Petrel,4,14/07/2017,01:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,119,25.7,01:00
2729674,GBT,Storm Petrel,4,14/07/2017,01:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,119,23.1,01:00
2729673,GBT,Storm Petrel,4,14/07/2017,01:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,24,01:00
2729672,GBT,Storm Petrel,4,14/07/2017,00:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,25.7,00:45
2729671,GBT,Storm Petrel,4,14/07/2017,00:45,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,129,26.6,00:45
2729670,GBT,Storm Petrel,4,14/07/2017,00:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,23,00:30
2729669,GBT,Storm Petrel,4,14/07/2017,00:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,26.2,00:30
2729668,GBT,Storm Petrel,4,14/07/2017,00:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,127,24.6,00:20
2729667,GBT,Storm Petrel,4,14/07/2017,00:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,26.3,00:20
2729666,GBT,Storm Petrel,4,14/07/2017,00:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,23.8,00:20
2729665,GBT,Storm Petrel,4,14/07/2017,00:20,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,121,21.9,00:20
2729664,GBT,Storm Petrel,4,14/07/2017,00:00,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,123,24.1,00:00
2729645,GBT,Storm Petrel,4,13/07/2017,00:52,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,26.2,00:52
2729644,GBT,Storm Petrel,4,13/07/2017,00:47,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,125,26.6,00:47
2729643,GBT,Storm Petrel,4,13/07/2017,00:30,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,126,27.4,00:30
2729642,GBT,Storm Petrel,4,13/07/2017,00:17,"COAST-NBN (Twinyess, North Ronaldsay)",HY7452,124,23.6,00:17
2729641,GBT,Storm Petrel,4,11/07/2017,01:55,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,24.9,01:55
2729640,GBT,Storm Petrel,4,11/07/2017,01:55,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,126,22.3,01:55
2729639,GBT,Storm Petrel,4,11/07/2017,01:40,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,24,01:40
2729638,GBT,Storm Petrel,4,11/07/2017,01:40,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,25,01:40
2729637,GBT,Storm Petrel,4,11/07/2017,01:40,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,27.9,01:40
2729636,GBT,Storm Petrel,4,11/07/2017,01:30,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,25.1,01:30
2729635,GBT,Storm Petrel,4,11/07/2017,01:15,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,24.9,01:15
2729634,GBT,Storm Petrel,4,11/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,124,28.1,01:00
2729633,GBT,Storm Petrel,4,11/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,25.3,01:00
2729632,GBT,Storm Petrel,4,11/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,124,23.7,01:00
2729631,GBT,Storm Petrel,4,11/07/2017,01:00,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,120,26.4,01:00
2729630,GBT,Storm Petrel,4,11/07/2017,00:50,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,123,25.1,00:50
2729629,GBT,Storm Petrel,4,11/07/2017,00:50,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,25.9,00:50
2729628,GBT,Storm Petrel,4,11/07/2017,00:50,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,23.4,00:50
2729627,GBT,Storm Petrel,4,11/07/2017,00:40,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,122,23.8,00:40
2729626,GBT,Storm Petrel,4,11/07/2017,00:40,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,128,27.3,00:40
2729624,GBT,Storm Petrel,4,11/07/2017,00:30,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,125,23.5,00:30
2729623,GBT,Storm Petrel,4,11/07/2017,00:30,"BEWAN-NMA (Bewan, North Ronaldsay)",HY7855,127,27.7,00:30
2645759,GBT,Storm Petrel,4,21/06/2017,02:10,BEACON-NRL (NORTH RONALDSAY),HY7554,123,25.5,02:10
2729622,GBT,Storm Petrel,4,21/06/2017,01:30,BEACON-NRL (NORTH RONALDSAY),HY7554,124,25.8,01:30
2729619,GBT,Storm Petrel,4,23/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,31,03:00
2729618,GBT,Storm Petrel,4,23/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,116,22,02:30
2729617,GBT,Storm Petrel,4,23/08/2016,02:10,"NMN (Bewan, North Ronaldsay)",HY7855,123,29,02:10
2729616,GBT,Storm Petrel,4,23/08/2016,02:10,"NMN (Bewan, North Ronaldsay)",HY7855,122,23,02:10
2729576,GBT,Storm Petrel,4,15/08/2016,00:30,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,125,25.7,00:30
2729575,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,117,26.3,00:00
2729574,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,124,24.4,00:00
2729573,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,124,24.2,00:00
2729572,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,121,25.8,00:00
2729571,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,122,24.8,00:00
2729570,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,122,25.8,00:00
2729569,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,120,26.1,00:00
2729568,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,126,25.4,00:00
2729567,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,126,24.2,00:00
2729566,GBT,Storm Petrel,4,15/08/2016,00:00,"TWINGN-NBO (Twinyess, North Ronaldsay)",HY7452,124,24.7,00:00
2729578,GBT,Storm Petrel,4,15/08/2016,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,122,24.7,00:30
2729577,GBT,Storm Petrel,4,15/08/2016,00:30,"STOPE-NBE (Twinyess, North Ronaldsay)",HY7452,123,27.2,00:30
2711574,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,120,24.4,22:30
2729388,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,120,25,22:30
2729387,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,25.6,22:30
2729386,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,23.7,22:30
2729385,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,22.8,22:30
2729384,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.5,22:30
2729383,GBT,Storm Petrel,4,05/08/2016,22:30,"NMN (Bewan, North Ronaldsay)",HY7855,126,24,22:30
2698744,GBT,Storm Petrel,4,04/08/2016,23:00,"NMN (Bewan, North Ronaldsay)",HY7855,121,25.3,23:00
2729258,GBT,Storm Petrel,4,04/08/2016,23:00,"NMN (Bewan, North Ronaldsay)",HY7855,122,26.8,23:00
2729257,GBT,Storm Petrel,4,04/08/2016,23:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,25.4,23:00
2729256,GBT,Storm Petrel,4,04/08/2016,23:00,"NMN (Bewan, North Ronaldsay)",HY7855,119,24.7,23:00
2711931,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,23.6,02:30
2719499,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,125,26.3,02:30
2711568,GBT,Storm Petrel,4,01/08/2016,00:00,"NMN (Bewan, North Ronaldsay)",HY7855,123,24,00:00
2711302,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,126,24.6,23:30
2694074,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,127,26.7,23:30
2711815,GBT,Storm Petrel,4,02/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,125,22.8,23:30
2719487,GBT,Storm Petrel,4,02/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.3,23:30
2729255,GBT,Storm Petrel,4,02/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.3,23:30
2729254,GBT,Storm Petrel,4,02/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,25.9,23:30
2729253,GBT,Storm Petrel,4,02/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.2,23:30
2729252,GBT,Storm Petrel,4,02/08/2016,03:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,22.7,03:30
2729251,GBT,Storm Petrel,4,02/08/2016,03:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,25,03:30
2729250,GBT,Storm Petrel,4,02/08/2016,03:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,23.3,03:30
2729249,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,29.3,03:00
2729248,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,123,26.5,03:00
2729247,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,121,21.8,03:00
2729246,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.7,03:00
2729245,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,119,23,03:00
2729244,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,125,24.7,03:00
2729243,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,118,25.1,03:00
2729242,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,121,24.9,03:00
2729241,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,24.8,03:00
2729240,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,125,28.1,03:00
2729239,GBT,Storm Petrel,4,02/08/2016,03:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,27.2,03:00
2729238,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,120,24.5,02:30
2729237,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,127,24.2,02:30
2729236,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,24.2,02:30
2729235,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,26.2,02:30
2729234,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.3,02:30
2729233,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,23.7,02:30
2729232,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,25.1,02:30
2729231,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,22.7,02:30
2729230,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,23.1,02:30
2729229,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,21.9,02:30
2729228,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,125,27,02:30
2729227,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,23.9,02:30
2729226,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,25.5,02:30
2729225,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,126,27,02:30
2729224,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,23.6,02:30
2729223,GBT,Storm Petrel,4,02/08/2016,02:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,27.3,02:30
2729222,GBT,Storm Petrel,4,02/08/2016,02:00,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.5,02:00
2729221,GBT,Storm Petrel,4,02/08/2016,02:00,"NMN (Bewan, North Ronaldsay)",HY7855,123,25.2,02:00
2729220,GBT,Storm Petrel,4,02/08/2016,02:00,"NMN (Bewan, North Ronaldsay)",HY7855,119,24.9,02:00
2729219,GBT,Storm Petrel,4,02/08/2016,01:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,24.6,01:30
2729218,GBT,Storm Petrel,4,02/08/2016,01:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.1,01:30
2729217,GBT,Storm Petrel,4,02/08/2016,01:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,23.1,01:30
2729216,GBT,Storm Petrel,4,02/08/2016,01:00,"NMN (Bewan, North Ronaldsay)",HY7855,121,25,01:00
2729215,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.9,00:30
2729214,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.4,00:30
2729213,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,25.2,00:30
2729212,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,24.8,00:30
2729211,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,22.7,00:30
2729210,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,120,23.5,00:30
2729209,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24,00:30
2729208,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.6,00:30
2729207,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.3,00:30
2729206,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.7,00:30
2729205,GBT,Storm Petrel,4,02/08/2016,00:30,"NMN (Bewan, North Ronaldsay)",HY7855,122,25.1,00:30
2729204,GBT,Storm Petrel,4,02/08/2016,00:00,"NMN (Bewan, North Ronaldsay)",HY7855,121,24.6,00:00
2729203,GBT,Storm Petrel,4,02/08/2016,00:00,"NMN (Bewan, North Ronaldsay)",HY7855,122,24.3,00:00
2729202,GBT,Storm Petrel,4,02/08/2016,00:00,"NMN (Bewan, North Ronaldsay)",HY7855,124,25.1,00:00
2729201,GBT,Storm Petrel,4,02/08/2016,00:00,"NMN (Bewan, North Ronaldsay)",HY7855,125,23.8,00:00
2729200,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,27.5,23:30
2729199,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,24.4,23:30
2729198,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,123,24,23:30
2729197,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,121,24.8,23:30
2729196,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,124,23.7,23:30
2729195,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,119,22.7,23:30
2729194,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,125,26.6,23:30
2729193,GBT,Storm Petrel,4,01/08/2016,23:30,"NMN (Bewan, North Ronaldsay)",HY7855,117,25.5,23:30
